timestamp,user_input,generated_sql,sql_valid,source
2025-06-09 07:42:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 17,error,ui
2025-05-18 10:27:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 82,ok,api
2025-06-01 16:52:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 43,ok,ui
2025-06-05 10:37:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 53,ok,ui
2025-05-19 05:04:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 11,error,api
2025-06-08 08:26:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 26,ok,ui
2025-06-09 04:11:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 63,ok,ui
2025-06-06 07:33:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 50,ok,api
2025-06-03 18:26:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 69,error,ui
2025-05-24 08:14:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 40,error,ui
2025-06-11 15:09:28,Публикации в журнале 'Наука и техника',SELECT * FROM table WHERE id = 63,error,ui
2025-05-16 14:50:28,Какие журналы входят в РИНЦ?,SELECT * FROM table WHERE id = 75,ok,ui
2025-06-10 09:58:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 37,ok,api
2025-06-02 01:20:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 43,ok,ui
2025-05-25 05:03:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 39,ok,api
2025-05-31 09:34:28,Публикации в журнале 'Наука и техника',SELECT * FROM table WHERE id = 61,ok,ui
2025-05-21 17:33:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 92,ok,ui
2025-06-07 18:57:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 47,ok,ui
2025-05-16 09:41:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 77,ok,ui
2025-06-12 01:46:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 76,ok,api
2025-05-21 10:49:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 40,ok,api
2025-05-25 23:11:28,Какие журналы входят в РИНЦ?,SELECT * FROM table WHERE id = 77,ok,ui
2025-05-21 16:21:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 24,ok,ui
2025-05-15 18:00:28,Какие журналы входят в РИНЦ?,SELECT * FROM table WHERE id = 87,ok,ui
2025-05-28 05:25:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 75,error,api
2025-05-22 15:18:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 44,ok,api
2025-05-27 12:24:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 68,error,api
2025-06-09 22:33:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 26,ok,api
2025-05-22 21:40:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 28,ok,ui
2025-06-09 13:29:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 64,ok,api
2025-06-04 13:25:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 7,error,api
2025-05-16 11:47:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 13,ok,ui
2025-06-10 00:49:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 52,ok,ui
2025-06-06 09:08:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 60,ok,api
2025-05-22 09:52:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 11,error,ui
2025-06-11 17:38:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 12,ok,ui
2025-06-09 01:10:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 1,ok,api
2025-05-15 20:59:28,Публикации в журнале 'Наука и техника',SELECT * FROM table WHERE id = 20,ok,api
2025-05-14 17:14:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 52,ok,ui
2025-05-31 01:33:28,Публикации в журнале 'Наука и техника',SELECT * FROM table WHERE id = 69,ok,api
2025-05-26 19:41:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 92,ok,api
2025-06-06 04:13:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 10,ok,ui
2025-06-03 18:38:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 25,ok,api
2025-05-27 00:53:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 51,ok,ui
2025-06-07 04:10:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 21,error,ui
2025-05-17 20:29:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 35,ok,api
2025-06-05 01:06:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 9,ok,api
2025-05-29 04:35:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 31,ok,ui
2025-05-14 18:45:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 46,ok,api
2025-05-19 15:53:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 52,error,ui
2025-06-02 19:40:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 78,ok,api
2025-05-25 09:53:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 1,ok,api
2025-05-30 08:52:28,Какие журналы входят в РИНЦ?,SELECT * FROM table WHERE id = 92,ok,api
2025-05-18 19:36:28,Какие журналы входят в РИНЦ?,SELECT * FROM table WHERE id = 20,ok,api
2025-05-15 21:54:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 13,error,api
2025-05-29 05:55:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 21,ok,ui
2025-06-06 06:19:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 89,error,ui
2025-05-31 19:23:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 97,ok,ui
2025-05-28 17:10:28,Сколько сотрудников в институте математики?,SELECT * FROM table WHERE id = 17,ok,api
2025-06-05 15:28:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 100,ok,ui
2025-05-27 10:31:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 5,ok,api
2025-06-02 09:26:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 10,ok,api
2025-06-11 10:15:28,Какие журналы входят в РИНЦ?,SELECT * FROM table WHERE id = 69,ok,api
2025-05-25 03:58:28,Показать всех сотрудников кафедры ИТ,SELECT * FROM table WHERE id = 73,ok,api
2025-05-20 15:00:28,Публикации в журнале 'Наука и техника',SELECT * FROM table WHERE id = 92,ok,api
2025-06-12 09:39:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 36,ok,ui
2025-05-29 13:04:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 11,ok,ui
2025-06-10 20:40:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 17,ok,api
2025-05-14 20:00:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 20,ok,api
2025-05-31 11:47:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 20,ok,api
2025-06-09 14:20:28,Сколько публикаций у профессора Иванова?,SELECT * FROM table WHERE id = 24,ok,api
2025-05-20 13:54:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 24,ok,ui
2025-05-21 21:48:28,Сколько сотрудников в институте математики?,SELECT * FROM table WHERE id = 39,ok,api
2025-06-04 05:38:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 60,ok,ui
2025-06-09 21:10:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 65,ok,ui
2025-05-15 09:41:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 39,ok,ui
2025-05-22 20:32:28,Рейтинг кафедр по публикационной активности,SELECT * FROM table WHERE id = 16,ok,api
2025-06-11 09:37:28,"Список студентов, участвующих в НИР",SELECT * FROM table WHERE id = 66,ok,api
2025-05-26 03:16:28,Какие журналы входят в РИНЦ?,SELECT * FROM table WHERE id = 15,ok,ui
2025-06-08 00:12:28,Вывести статьи за 2023 год,SELECT * FROM table WHERE id = 85,ok,api
2025-05-21 16:26:28,Данные по грантам за последний год,SELECT * FROM table WHERE id = 24,ok,api
2025-05-17 11:03:28,Сотрудники с индексом цитирования выше 10,SELECT * FROM table WHERE id = 49,ok,api
2025-06-13 01:36:32,Сотрудники младше 40 лет,SELECT * FROM Сотрудники WHERE возраст < 40;,,inference,
2025-06-13 01:36:37,Сотрудники младше 40 лет,SELECT * FROM Сотрудники WHERE возраст < 40;,,inference,
2025-06-13 01:36:57,Сотрудники младше 40 лет,SELECT * FROM Сотрудники WHERE возраст < 40;,,inference,
